radius,xi,mass,luminosity,pressure,temperature,density,egr,theta,y
3.00672e+008,0,1.87425e+030,9.43463e+026,6.45042e+014,1.05061e+007,4601.8,3.35091e-005,0,0
3.02064e+008,0,1.88149e+030,9.43703e+026,6.36344e+014,1.05053e+007,4539.76,3.30474e-005,0,0
3.03456e+008,0,1.88871e+030,9.43938e+026,6.2781e+014,1.05046e+007,4478.88,3.25947e-005,0,0
3.04848e+008,0,1.89589e+030,9.44169e+026,6.19434e+014,1.05039e+007,4419.12,3.21506e-005,0,0
3.0624e+008,0,1.90304e+030,9.44396e+026,6.11213e+014,1.05031e+007,4360.47,3.1715e-005,0,0
3.07632e+008,0,1.91017e+030,9.44619e+026,6.03144e+014,1.05024e+007,4302.9,3.12876e-005,0,0
3.09024e+008,0,1.91726e+030,9.44837e+026,5.95224e+014,1.05017e+007,4246.38,3.08684e-005,0,0
3.10416e+008,0,1.92432e+030,9.45053e+026,5.87448e+014,1.05011e+007,4190.89,3.0457e-005,0,0
3.11808e+008,0,1.93136e+030,9.45264e+026,5.79814e+014,1.05004e+007,4136.41,3.00533e-005,0,0
3.132e+008,0,1.93836e+030,9.45472e+026,5.72318e+014,1.04998e+007,4082.91,2.96572e-005,0,0
3.14592e+008,0,1.94534e+030,9.45676e+026,5.64958e+014,1.04991e+007,4030.38,2.92684e-005,0,0
3.15984e+008,0,1.95229e+030,9.45877e+026,5.5773e+014,1.04985e+007,3978.79,2.88867e-005,0,0
3.17376e+008,0,1.95921e+030,9.46074e+026,5.50632e+014,1.04979e+007,3928.11,2.85121e-005,0,0
3.18768e+008,0,1.96611e+030,9.46268e+026,5.4366e+014,1.04973e+007,3878.34,2.81444e-005,0,0
3.2016e+008,0,1.97297e+030,9.46459e+026,5.36812e+014,1.04967e+007,3829.45,2.77833e-005,0,0
3.21552e+008,0,1.97981e+030,9.46646e+026,5.30085e+014,1.04961e+007,3781.43,2.74288e-005,0,0
3.22944e+008,0,1.98662e+030,9.46831e+026,5.23476e+014,1.04956e+007,3734.24,2.70806e-005,0,0
3.24336e+008,0,1.99341e+030,9.47012e+026,5.16984e+014,1.0495e+007,3687.88,2.67387e-005,0,0
3.25728e+008,0,2.00017e+030,9.47191e+026,5.10604e+014,1.04945e+007,3642.33,2.6403e-005,0,0
3.2712e+008,0,2.0069e+030,9.47366e+026,5.04336e+014,1.0494e+007,3597.57,2.60732e-005,0,0
3.28512e+008,0,2.01361e+030,9.47539e+026,4.98176e+014,1.04935e+007,3553.58,2.57492e-005,0,0
3.29904e+008,0,2.02029e+030,9.47709e+026,4.92122e+014,1.0493e+007,3510.35,2.5431e-005,0,0
3.31296e+008,0,2.02695e+030,9.47876e+026,4.86172e+014,1.04925e+007,3467.86,2.51183e-005,0,0
3.32688e+008,0,2.03359e+030,9.48041e+026,4.80323e+014,1.0492e+007,3426.09,2.48111e-005,0,0
3.3408e+008,0,2.04019e+030,9.48203e+026,4.74575e+014,1.04915e+007,3385.03,2.45093e-005,0,0
3.35472e+008,0,2.04678e+030,9.48362e+026,4.68923e+014,1.04911e+007,3344.67,2.42127e-005,0,0
3.36864e+008,0,2.05334e+030,9.48519e+026,4.63367e+014,1.04906e+007,3304.99,2.39211e-005,0,0
3.38256e+008,0,2.05988e+030,9.48674e+026,4.57904e+014,1.04902e+007,3265.97,2.36346e-005,0,0
3.39648e+008,0,2.06639e+030,9.48826e+026,4.52533e+014,1.04897e+007,3227.6,2.3353e-005,0,0
3.4104e+008,0,2.07288e+030,9.48976e+026,4.47251e+014,1.04893e+007,3189.88,2.30762e-005,0,0
3.42432e+008,0,2.07935e+030,9.49123e+026,4.42057e+014,1.04889e+007,3152.77,2.28041e-005,0,0
3.43824e+008,0,2.08579e+030,9.49268e+026,4.36949e+014,1.04884e+007,3116.28,2.25365e-005,0,0
